Question,Answer
ما حكم تغطية المحرم للقدمين عند النوم؟, يجوز له ذلك. 
هل يجوز للمريض شد عصابة على رأسه بسبب الوجع؟, نعم يجوز هذا للحاجة، وليس هذا من محظورات الإحرام. 
هل هناك نوع مع ّني من النعال يشترط لبسها مع الإحرام؟, يجوز لبس أي نعال حن الإحرام ولو كان فيها خيط، إذ لم يحدد النبي شيئا معينا في ذلك. 
من لم يجد إزارا فماذا يفعل؟, من لم يجد إزارا جاز له لبس السراويل.   ثامنا: المحظورات على النساء خاصة 
ما الواجب على المرأة – خاصة - تجنبه عند إحرامها؟, يحرم عليها - خاصة - بعد الإحرام: لبس القفازين والنقاب، بالإضافة ملا تم ذكره من المحظورات العامة. 
هل البرقع له حكم النقاب في حال الإحرام؟, نعم لورود الحكم بكراهيته عن جمع من الصحابة، منهم ابن عمر وابن عباس وعائشة رضي الله عنهم. 
هل ُيشرع للمرأة أن تكشف وجهها في الحج ولا تنتقب؟, الأفضل التغطية، ويشرع لها تغطيته بأي ساتر غير النقاب، ولو كشفته فلا بأس، لحديث ابن عباس ] قال: «كان الفضل بن عباس رديف رسول الله [ فجاءت امرأة من خثعم، فجعل الفضل ينظر إليها وتنظر إليه، وجعل النبي يصرف وجه الفضل إلى الشق الآخر.» 
هل يجوز للمرأة أن تربط غطاء الوجه على الرأس؟, لا بأس بهذا، إن كان لا يثبت إلا بذلك. 
لو نسيت المرأة أن تخلع نقابها أو قفازيها. ما حكم ذلك؟, لا شيء عليها، لكن واجب المبادرة إلى خلعهما بعد التذكر. 
لم تخلع امرأة نقابها لوجود رجال، هل فعلها صحيح؟, للمرأة أن تغطي وجهها بأي شيء غير النقاب والبرقع، وإلا فإن عليها الكفارة بعد ذلك لتعمدها.   
هل يشترط في غطاء الوجه للمرأة الإ ميس الوجه؟, ليس هناك دليل على هذا الشرط. 
هل لبس المرأة للخف القماشي في القدم، ممنوع؟, غير ممنوع، ويجوز هذا لها. 
هل الكحل أو الحناء يؤثران على إحرام المرأة؟, لا يؤثران على الإحرام، لكن الواجب عليها إزالتهما حتى التلفت إليها النظر إن كانت لا تستر وجهها أو يديها. 
ما حكم وضع المحرمة للمكياج؟, لا ينبغي هذا، وخصوصا لتلك التي لا تغطي وجهها. تاسعا: ما يتعلق بأحكام الجماع 
ما المقصود بالجماع؟, المراد بالجماع: الإيلاج في فرج الأنثى من قبل الرجل. 
ما كفارة من جامع زوجته وهما محرمان؟, إذا شرع المسلم بالحج ثم جامع قبل التحلل الأول، فيترتب على ذلك أمور: يفسد حجهما، ويجب الاستمرار فيه، ويجب عليهما القضاء إذا كانت حجة الإسلام، وإن كانت نافلة فلا تجب الإعادة، ويجب التفريق من الموضع الذي جامع فيه، وعلى كل واحد منهما بدنة، والنفقة في حجة الإعادة تكون على الزوج. وإن أخر قضاء الحج مع الاستطاعة أثم.   
من جامع زوجته وهي مكرهة، فهل عليها الكفارة؟, لا شيء عليها، لأن من شروط الكفارة وجود إرادة للفعل. 
هل الحكم في الجماع يختلف إن وقع بعد عرفة؟, إذا كان الجماع بعد عرفة وقبل التحلل الأول ففيه أقوال عند الفقهاء، فجمهور العلماء حكموا بفساد حجه وعليه ما ذكر سابقا، وهناك أقوال غير أقوال الجمهور أن الحج صحيح، وعلى كل منهم بدنة (بعير .) 
هل على المباشرة بين الزوجين بدون جماع، كفارة؟, ليس فيها كفارة، لكن فيها الاستغفار والتوبة، وحجهما صحيح، ومن المباشرة: القبلة واللمس بشهوة. عاشرا: ما يتعلق بالصيد 
ما المقصود بالصيد المحظور على المحرم ؟, المراد بالصيد: صيد الحيوان الوحشي البري مأكول اللحم؛ مثل الغزال والجربوع، والطيور، ونحو ذلك مما يؤكل. 
ما أحوال المحرم مع الصيد ؟, بالنسبة لصيد المحرم فهو على ثلاثة أنواع :  ِصيد الصيد للمحرم، أو أعان عليه المحرم، فلا  الأول : إذا  يجوز له أن يأكله، وجاز لغيره. الثاني : إذا لم ُيصد له، ولا أعان عليه، جاز للمحرم أن يأكله. الثالث: إذا صاده المحرم، فعليه الإ يأكله هو ولا غيره، فيصبح كالميتة ويرمى.   
هل يشارك المعتمر في الإكل أناسا معهم صيد بري؟, نعم يشاركهم، إن لم يعاونهم في الصيد بأي وسيلة، ولو بالإشارة. 
مر معتمر على أناس يريدون الصيد. فأعانهم على بيان مكان الصيد. فهل فعله صحيح؟, أخطأ؛ وعليه الكفارة وهي التخيير بن ثلاثة أشياء: الأول: إما ذبح المثل، وتفريق جميع حلمه على فقراء مكة. الثاني: أن ينظر كم يساوي هذا المثل، ويخرج ما يقابل قيمته طعاما يفرق على المساكن، لكل مسكن نصف صاع. الثالث: صيام يوم عن كل صاع من الطعام. 
هل يجوز للمحرم الصيد من البحر في حال الإحرام؟, نعم، يجوز له صيد البحر وطعامه، حتى وإن كان معه الزاد. 
في الطريق رأى معتمر طيرا فصاده وأكله. ما حكم ذلك؟, يحرم على المحرم صيد البر، وهذا الفاعل عليه الفدية. 
إذا َو َج َد المحرم حلم صيد يباع هل يجوز له شراؤه ؟,  ُيصد له.  يجوز له ذلك، ألنه لم  
هل ذبح الحيوانات للأكل يعتبر صيد محظورا على المحرم؟, ذبح الحيوان الأهلي للأكل في حال الإحرام جائز كالشاة والإبل والبقر والدجاج ونحوها. 
هل َح َمام الحرم يعتبر من طيور الصيد؟, نعم، وأيضا لا يجوز تنفيره.   
من احتاج للصالة في موضع تجمع طائر الحمام في الحرم، ماذا يفعل؟, إن كان محتاجا للجلوس فيه، فإنه يدفع الحمام برفق ويجلس فيه؛ وإن لم يكن مضطرا فيذهب ملكان آخر. 
ماذا على من صاد من حمام الحرم ؟, على الفاعل الفدية، شاة توزع على فقراء مكة. 
هل ما يفعله الحاج من المعاصي ينقص من أجر الحج؟, المعصية مطلقا تنقص من ثواب الحج، لقوله تعالى: { َف َمن  ِّج.}  ِفي ا ْ َحل  ِج َدال  َال  ُف ُسوق َو  َال  َث َو  َا َر َف  َّج َف  َّن ا ْ َحل  َض ِفيه  َف َر  
ما ضابط الجدال المنهي عنه في الحج؟, الجدال أنواع : الأول: جدال ُيراد به إثبات حق بالحسنى، فهذا واجب، حتى وإن كان في الحج، مثل ما يحدث في المساومة عند الشراء، مع الحذر من رفع الصوت واللجاج في الكام. الثاني: جدال في أمور ليست حقا ولا باطا، مثل تخاصم الأصدقاء في أمور مباحة، فهذا منهي عنه لخشية حتريك النفس للباطل. الثالث: الجدال بالباطل، ومثاله الخصام بخاف احلق انتصارا للنفس المخطئة. ويقطع الجدال بسؤال أهل العلم، ليبعد الإنسان نفسه عن الإثم. 
هل المساومة في الشراء يعد من الجدال المذموم؟, لا يعتبر من الجدال المذموم، مع وجوب مراعاة اللن وحسن الكام فيه.  
